"SCHOOL_CODE","COUNTY","PUBLIC_PRIVATE","PUBLIC_SCHOOL_DISTRICT","CITY","SCHOOL_NAME","ENROLLMENT","PERCENT","lookup_address","lon","lat"
6028179,"ORANGE","PUBLIC","FULLERTON ELEMENTARY","FULLERTON","VALENCIA PARK ELEMENTARY",61,98,"VALENCIA PARK ELEMENTARY FULLERTON , CA",-117.9726492,33.8674585
6028195,"ORANGE","PUBLIC","FULLERTON ELEMENTARY","FULLERTON","WOODCREST ELEMENTARY",46,95,"WOODCREST ELEMENTARY FULLERTON , CA",-117.9322721,33.8571863
6028211,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","GARDEN GROVE","A. J. COOK ELEMENTARY",57,98,"A. J. COOK ELEMENTARY GARDEN GROVE , CA",-117.9582163,33.7626994
6028229,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","GARDEN GROVE","AGNES WARE STANLEY ELEMENTARY",56,96,"AGNES WARE STANLEY ELEMENTARY GARDEN GROVE , CA",-117.9379201,33.7856777
6028252,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","GARDEN GROVE","BROOKHURST ELEMENTARY",62,98,"BROOKHURST ELEMENTARY GARDEN GROVE , CA",-117.960655,33.784263
6028260,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","GARDEN GROVE","BRYANT ELEMENTARY",83,98,"BRYANT ELEMENTARY GARDEN GROVE , CA",-117.9876609,33.7959563
6028278,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","GARDEN GROVE","C. C. VIOLETTE ELEMENTARY",50,98,"C. C. VIOLETTE ELEMENTARY GARDEN GROVE , CA",-117.9213165,33.782503
6028294,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","GARDEN GROVE","CLINTON ELEMENTARY",71,98,"CLINTON ELEMENTARY GARDEN GROVE , CA",-117.9127732,33.7645539
6028310,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","GARDEN GROVE","DWIGHT D. EISENHOWER ELEMENTARY",107,99,"DWIGHT D. EISENHOWER ELEMENTARY GARDEN GROVE , CA",-117.9080324,33.7710682
6028328,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","GARDEN GROVE","EARL WARREN ELEMENTARY",82,98,"EARL WARREN ELEMENTARY GARDEN GROVE , CA",-117.9101295,33.7855028
6028336,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","SANTA ANA","EDWARD RUSSELL ELEMENTARY",86,98,"EDWARD RUSSELL ELEMENTARY SANTA ANA , CA",-117.9159611,33.7393849
6028344,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","GARDEN GROVE","ERNEST O. LAWRENCE ELEMENTARY",81,98,"ERNEST O. LAWRENCE ELEMENTARY GARDEN GROVE , CA",-117.987347,33.780172
6028369,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","FOUNTAIN VALLEY","ETHAN B. ALLEN ELEMENTARY",52,98,"ETHAN B. ALLEN ELEMENTARY FOUNTAIN VALLEY , CA",-117.962139,33.727884
6028377,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","GARDEN GROVE","ETHEL M. EVANS ELEMENTARY",47,95,"ETHEL M. EVANS ELEMENTARY GARDEN GROVE , CA",-117.946682,33.784174
6028385,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","GARDEN GROVE","EXCELSIOR ELEMENTARY",90,98,"EXCELSIOR ELEMENTARY GARDEN GROVE , CA",-117.9472336,33.7647487
6028393,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","GARDEN GROVE","FAYLANE ELEMENTARY",57,98,"FAYLANE ELEMENTARY GARDEN GROVE , CA",-117.9527937,33.7925993
6028401,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","GARDEN GROVE","GARDEN PARK ELEMENTARY",39,95,"GARDEN PARK ELEMENTARY GARDEN GROVE , CA",-118.0182885,33.7771776
6028419,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","GARDEN GROVE","GENEVIEVE M. CROSBY ELEMENTARY",54,98,"GENEVIEVE M. CROSBY ELEMENTARY GARDEN GROVE , CA",-117.9241043,33.7859965
6028427,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","GARDEN GROVE","PATTON ELEMENTARY",118,99,"PATTON ELEMENTARY GARDEN GROVE , CA",-118.012929,33.790836
6028435,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","GARDEN GROVE","GILBERT ELEMENTARY",70,98,"GILBERT ELEMENTARY GARDEN GROVE , CA",-117.9667176,33.7960935
6028443,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","SANTA ANA","HERITAGE ELEMENTARY",65,98,"HERITAGE ELEMENTARY SANTA ANA , CA",-117.931575,33.740718
6028484,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","FOUNTAIN VALLEY","JAMES MONROE ELEMENTARY",104,98,"JAMES MONROE ELEMENTARY FOUNTAIN VALLEY , CA",-117.9297058,33.7275672
6028500,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","GARDEN GROVE","ENDERS ELEMENTARY",54,98,"ENDERS ELEMENTARY GARDEN GROVE , CA",-118.019058,33.783774
6028518,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","WESTMINSTER","JOHN MARSHALL ELEMENTARY",65,97,"JOHN MARSHALL ELEMENTARY WESTMINSTER , CA",-117.9641161,33.7331377
6028526,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","GARDEN GROVE","JOHN MURDY ELEMENTARY",123,99,"JOHN MURDY ELEMENTARY GARDEN GROVE , CA",-117.9624152,33.7472786
6028542,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","WESTMINSTER","LEO CARRILLO ELEMENTARY",74,98,"LEO CARRILLO ELEMENTARY WESTMINSTER , CA",-117.9627464,33.7407946
6028575,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","GARDEN GROVE","LINTON T. SIMMONS ELEMENTARY",46,95,"LINTON T. SIMMONS ELEMENTARY GARDEN GROVE , CA",-117.94502,33.7948156
6028583,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","GARDEN GROVE","LOUIS G. ZEYEN ELEMENTARY",34,95,"LOUIS G. ZEYEN ELEMENTARY GARDEN GROVE , CA",-117.9770819,33.7873881
6028609,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","GARDEN GROVE","LOYAL BARKER ELEMENTARY",76,97,"LOYAL BARKER ELEMENTARY GARDEN GROVE , CA",-118.021082,33.780303
6028641,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","GARDEN GROVE","MERTON E. HILL ELEMENTARY",52,98,"MERTON E. HILL ELEMENTARY GARDEN GROVE , CA",-117.96047,33.754957
6028658,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","GARDEN GROVE","MITCHELL ELEMENTARY",61,95,"MITCHELL ELEMENTARY GARDEN GROVE , CA",-117.942559,33.7675352
6028666,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","GARDEN GROVE","MORNINGSIDE ELEMENTARY",77,98,"MORNINGSIDE ELEMENTARY GARDEN GROVE , CA",-117.9456216,33.7568237
6028674,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","SANTA ANA","NEWHOPE ELEMENTARY",61,98,"NEWHOPE ELEMENTARY SANTA ANA , CA",-117.927342,33.7338461
6028682,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","GARDEN GROVE","OCIA A. PETERS ELEMENTARY",142,99,"OCIA A. PETERS ELEMENTARY GARDEN GROVE , CA",-117.9285955,33.7717313
6028690,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","GARDEN GROVE","PARKVIEW ELEMENTARY",60,98,"PARKVIEW ELEMENTARY GARDEN GROVE , CA",-117.91824,33.793342
6028708,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","WESTMINSTER","POST ELEMENTARY",84,98,"POST ELEMENTARY WESTMINSTER , CA",-117.9472336,33.7493036
6028716,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","SANTA ANA","R. F. HAZARD ELEMENTARY",59,98,"R. F. HAZARD ELEMENTARY SANTA ANA , CA",-117.9255995,33.751522
6028724,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","GARDEN GROVE","RIVERDALE ELEMENTARY",71,98,"RIVERDALE ELEMENTARY GARDEN GROVE , CA",-117.8964469,33.7707987
6028732,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","SANTA ANA","ROSITA ELEMENTARY",84,98,"ROSITA ELEMENTARY SANTA ANA , CA",-117.9320349,33.7517892
6028765,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","GARDEN GROVE","STANFORD ELEMENTARY",81,98,"STANFORD ELEMENTARY GARDEN GROVE , CA",-117.976491,33.7771049
6028781,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","GARDEN GROVE","SUNNYSIDE ELEMENTARY",67,98,"SUNNYSIDE ELEMENTARY GARDEN GROVE , CA",-117.9560201,33.7677731
6028799,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","WESTMINSTER","SUSAN B. ANTHONY ELEMENTARY",56,96,"SUSAN B. ANTHONY ELEMENTARY WESTMINSTER , CA",-117.9510313,33.740081
6028807,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","GARDEN GROVE","THOMAS PAINE ELEMENTARY",71,98,"THOMAS PAINE ELEMENTARY GARDEN GROVE , CA",-117.9448598,33.7333925
6028815,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","GARDEN GROVE","WAKEHAM ELEMENTARY",38,95,"WAKEHAM ELEMENTARY GARDEN GROVE , CA",-117.996059,33.7874966
6028823,"ORANGE","PUBLIC","GARDEN GROVE UNIFIED","GARDEN GROVE","WOODBURY ELEMENTARY",53,98,"WOODBURY ELEMENTARY GARDEN GROVE , CA",-117.9307802,33.7630466
6028831,"ORANGE","PUBLIC","HUNTINGTON BEACH CITY ELEMENTARY","HUNTINGTON BEACH","AGNES L. SMITH ELEMENTARY",90,98,"AGNES L. SMITH ELEMENTARY HUNTINGTON BEACH , CA",-118.0048278,33.6716006
6028864,"ORANGE","PUBLIC","HUNTINGTON BEACH CITY ELEMENTARY","HUNTINGTON BEACH","JOHN H. EADER ELEMENTARY",98,94,"JOHN H. EADER ELEMENTARY HUNTINGTON BEACH , CA",-117.9653287,33.6445748
6028872,"ORANGE","PUBLIC","HUNTINGTON BEACH CITY ELEMENTARY","HUNTINGTON BEACH","JOHN R. PETERSON ELEMENTARY",98,95,"JOHN R. PETERSON ELEMENTARY HUNTINGTON BEACH , CA",-117.9844515,33.6623514
6028880,"ORANGE","PUBLIC","HUNTINGTON BEACH CITY ELEMENTARY","HUNTINGTON BEACH","JOSEPH R. PERRY ELEMENTARY",159,98,"JOSEPH R. PERRY ELEMENTARY HUNTINGTON BEACH , CA",-117.9832843,33.6839972
6028906,"ORANGE","PUBLIC","LAGUNA BEACH UNIFIED","LAGUNA BEACH","EL MORRO ELEMENTARY",89,92,"EL MORRO ELEMENTARY LAGUNA BEACH , CA",-117.8241889,33.5642784
6028922,"ORANGE","PUBLIC","LAGUNA BEACH UNIFIED","LAGUNA BEACH","TOP OF THE WORLD ELEMENTARY",78,97,"TOP OF THE WORLD ELEMENTARY LAGUNA BEACH , CA",-117.7519868,33.5469584
6028930,"ORANGE","PUBLIC","LA HABRA CITY ELEMENTARY","LA HABRA","ARBOLITA ELEMENTARY",66,97,"ARBOLITA ELEMENTARY LA HABRA , CA",-117.9356397,33.9433629
6028948,"ORANGE","PUBLIC","LA HABRA CITY ELEMENTARY","LA HABRA","EL CERRITO ELEMENTARY",82,98,"EL CERRITO ELEMENTARY LA HABRA , CA",-117.948909,33.941839
6028963,"ORANGE","PUBLIC","LA HABRA CITY ELEMENTARY","LA HABRA","LADERA PALMA ELEMENTARY",139,99,"LADERA PALMA ELEMENTARY LA HABRA , CA",-117.9225921,33.9433552
6028971,"ORANGE","PUBLIC","LA HABRA CITY ELEMENTARY","LA HABRA","LAS LOMAS ELEMENTARY",92,98,"LAS LOMAS ELEMENTARY LA HABRA , CA",-117.9479201,33.921426
6028989,"ORANGE","PUBLIC","LA HABRA CITY ELEMENTARY","LA HABRA","LAS POSITAS ELEMENTARY",101,99,"LAS POSITAS ELEMENTARY LA HABRA , CA",-117.9552876,33.9145162
6028997,"ORANGE","PUBLIC","LA HABRA CITY ELEMENTARY","LA HABRA","SIERRA VISTA ELEMENTARY",99,98,"SIERRA VISTA ELEMENTARY LA HABRA , CA",-117.9269597,33.9386196
6029029,"ORANGE","PUBLIC","LA HABRA CITY ELEMENTARY","LA HABRA","WALNUT ELEMENTARY",92,98,"WALNUT ELEMENTARY LA HABRA , CA",-117.9516476,33.938061
6029045,"ORANGE","PUBLIC","LOS ALAMITOS UNIFIED","LOS ALAMITOS","FRANCIS HOPKINSON ELEMENTARY",143,99,"FRANCIS HOPKINSON ELEMENTARY LOS ALAMITOS , CA",-118.0868839,33.7804494
6029052,"ORANGE","PUBLIC","LOS ALAMITOS UNIFIED","LOS ALAMITOS","JACK L. WEAVER ELEMENTARY",120,99,"JACK L. WEAVER ELEMENTARY LOS ALAMITOS , CA",-118.0854283,33.7899781
6029060,"ORANGE","PUBLIC","LOS ALAMITOS UNIFIED","LOS ALAMITOS","LOS ALAMITOS ELEMENTARY",126,98,"LOS ALAMITOS ELEMENTARY LOS ALAMITOS , CA",-118.0621518,33.8053185
6029078,"ORANGE","PUBLIC","LOS ALAMITOS UNIFIED","LOS ALAMITOS","RICHARD HENRY LEE ELEMENTARY",119,99,"RICHARD HENRY LEE ELEMENTARY LOS ALAMITOS , CA",-118.0825299,33.7949582
6029086,"ORANGE","PUBLIC","LOS ALAMITOS UNIFIED","LOS ALAMITOS","ROSSMOOR ELEMENTARY",137,99,"ROSSMOOR ELEMENTARY LOS ALAMITOS , CA",-118.0770286,33.7936379
6029110,"ORANGE","PUBLIC","MAGNOLIA ELEMENTARY","ANAHEIM","DR. ALBERT SCHWEITZER",101,99,"DR. ALBERT SCHWEITZER ANAHEIM , CA",-117.9863951,33.8291995
6029128,"ORANGE","PUBLIC","MAGNOLIA ELEMENTARY","ANAHEIM","LORD BADENPOWELL",86,98,"LORD BADENPOWELL ANAHEIM , CA",-117.9897027,33.8214632
6029136,"ORANGE","PUBLIC","MAGNOLIA ELEMENTARY","ANAHEIM","ESTHER L. WALTER",101,99,"ESTHER L. WALTER ANAHEIM , CA",-117.9736395,33.806204
6029144,"ORANGE","PUBLIC","MAGNOLIA ELEMENTARY","ANAHEIM","JONAS E. SALK",153,99,"JONAS E. SALK ANAHEIM , CA",-117.9680322,33.8123072
6029151,"ORANGE","PUBLIC","MAGNOLIA ELEMENTARY","ANAHEIM","JULIETTE LOW SCHOOL OF THE ARTS",79,98,"JULIETTE LOW SCHOOL OF THE ARTS ANAHEIM , CA",-117.9640734,33.8339459
6029169,"ORANGE","PUBLIC","MAGNOLIA ELEMENTARY","ANAHEIM","MATTIE LOU MAXWELL",100,99,"MATTIE LOU MAXWELL ANAHEIM , CA",-117.9775487,33.8254323
6029177,"ORANGE","PUBLIC","MAGNOLIA ELEMENTARY","ANAHEIM","DR. PETER MARSHALL",115,97,"DR. PETER MARSHALL ANAHEIM , CA",-117.9778582,33.8397209
6029185,"ORANGE","PUBLIC","MAGNOLIA ELEMENTARY","STANTON","ROBERT M. PYLES STEM ACADEMY",94,98,"ROBERT M. PYLES STEM ACADEMY STANTON , CA",-117.9849833,33.8114394
6029193,"ORANGE","PUBLIC","MAGNOLIA ELEMENTARY","ANAHEIM","WALT DISNEY",93,98,"WALT DISNEY ANAHEIM , CA",-117.920859,33.806112
6029219,"ORANGE","PUBLIC","NEWPORT-MESA UNIFIED","CORONA DEL MAR","ABRAHAM LINCOLN ELEMENTARY",60,93,"ABRAHAM LINCOLN ELEMENTARY CORONA DEL MAR , CA",-117.8610882,33.6098644
6029227,"ORANGE","PUBLIC","NEWPORT-MESA UNIFIED","COSTA MESA","ADAMS ELEMENTARY",64,94,"ADAMS ELEMENTARY COSTA MESA , CA",-117.9323456,33.6748149
6029268,"ORANGE","PUBLIC","NEWPORT-MESA UNIFIED","COSTA MESA","CALIFORNIA ELEMENTARY",85,98,"CALIFORNIA ELEMENTARY COSTA MESA , CA",-117.9255867,33.6888923
6029300,"ORANGE","PUBLIC","NEWPORT-MESA UNIFIED","COSTA MESA","COLLEGE PARK ELEMENTARY",81,98,"COLLEGE PARK ELEMENTARY COSTA MESA , CA",-117.9107683,33.6613666
6029326,"ORANGE","PUBLIC","NEWPORT-MESA UNIFIED","COSTA MESA","EVERETT A. REA ELEMENTARY",71,98,"EVERETT A. REA ELEMENTARY COSTA MESA , CA",-117.9262961,33.6503285
6029334,"ORANGE","PUBLIC","NEWPORT-MESA UNIFIED","CORONA DEL MAR","HARBOR VIEW ELEMENTARY",63,84,"HARBOR VIEW ELEMENTARY CORONA DEL MAR , CA",-117.8694964,33.6030547
6029375,"ORANGE","PUBLIC","NEWPORT-MESA UNIFIED","COSTA MESA","KILLYBROOKE ELEMENTARY",80,98,"KILLYBROOKE ELEMENTARY COSTA MESA , CA",-117.9147952,33.6853938
6029391,"ORANGE","PUBLIC","NEWPORT-MESA UNIFIED","NEWPORT BEACH","MARINERS ELEMENTARY",109,96,"MARINERS ELEMENTARY NEWPORT BEACH , CA",-117.9044407,33.6317245
6029409,"ORANGE","PUBLIC","NEWPORT-MESA UNIFIED","COSTA MESA","MAUDE B. DAVIS ELEMENTARY",74,95,"MAUDE B. DAVIS ELEMENTARY COSTA MESA , CA",-117.9018773,33.6697265
6029433,"ORANGE","PUBLIC","NEWPORT-MESA UNIFIED","NEWPORT BEACH","NEWPORT ELEMENTARY",64,94,"NEWPORT ELEMENTARY NEWPORT BEACH , CA",-117.9186038,33.6064557
6029441,"ORANGE","PUBLIC","NEWPORT-MESA UNIFIED","NEWPORT BEACH","NEWPORT HEIGHTS ELEMENTARY",80,93,"NEWPORT HEIGHTS ELEMENTARY NEWPORT BEACH , CA",-117.9197792,33.6278077
6029458,"ORANGE","PUBLIC","NEWPORT-MESA UNIFIED","COSTA MESA","PAULARINO ELEMENTARY",74,86,"PAULARINO ELEMENTARY COSTA MESA , CA",-117.9023727,33.6828074
6029466,"ORANGE","PUBLIC","NEWPORT-MESA UNIFIED","COSTA MESA","POMONA ELEMENTARY",50,98,"POMONA ELEMENTARY COSTA MESA , CA",-117.928577,33.6495869
6029482,"ORANGE","PUBLIC","NEWPORT-MESA UNIFIED","COSTA MESA","SONORA ELEMENTARY",58,98,"SONORA ELEMENTARY COSTA MESA , CA",-117.8959967,33.6762865
6029490,"ORANGE","PUBLIC","NEWPORT-MESA UNIFIED","COSTA MESA","VICTORIA ELEMENTARY",71,92,"VICTORIA ELEMENTARY COSTA MESA , CA",-117.9413759,33.6515731
6029516,"ORANGE","PUBLIC","NEWPORT-MESA UNIFIED","COSTA MESA","WHITTIER ELEMENTARY",91,98,"WHITTIER ELEMENTARY COSTA MESA , CA",-117.939494,33.64063
6029524,"ORANGE","PUBLIC","NEWPORT-MESA UNIFIED","COSTA MESA","WILSON ELEMENTARY",57,98,"WILSON ELEMENTARY COSTA MESA , CA",-117.933279,33.655113
6029540,"ORANGE","PUBLIC","OCEAN VIEW","HUNTINGTON BEACH","CIRCLE VIEW ELEMENTARY",108,87,"CIRCLE VIEW ELEMENTARY HUNTINGTON BEACH , CA",-118.0188077,33.7331617
6029557,"ORANGE","PUBLIC","OCEAN VIEW","HUNTINGTON BEACH","COLLEGE VIEW ELEMENTARY",70,97,"COLLEGE VIEW ELEMENTARY HUNTINGTON BEACH , CA",-118.0135768,33.7266698
6029581,"ORANGE","PUBLIC","OCEAN VIEW","HUNTINGTON BEACH","HARBOUR VIEW ELEMENTARY",121,99,"HARBOUR VIEW ELEMENTARY HUNTINGTON BEACH , CA",-118.0523498,33.7212527
6029607,"ORANGE","PUBLIC","OCEAN VIEW","HUNTINGTON BEACH","HOPE VIEW ELEMENTARY",127,98,"HOPE VIEW ELEMENTARY HUNTINGTON BEACH , CA",-118.0200065,33.7063585
6029615,"ORANGE","PUBLIC","OCEAN VIEW","HUNTINGTON BEACH","LAKE VIEW ELEMENTARY",110,96,"LAKE VIEW ELEMENTARY HUNTINGTON BEACH , CA",-117.9821012,33.7089741
6029656,"ORANGE","PUBLIC","OCEAN VIEW","HUNTINGTON BEACH","OAK VIEW ELEMENTARY",118,99,"OAK VIEW ELEMENTARY HUNTINGTON BEACH , CA",-117.9943627,33.7120807
6029706,"ORANGE","PUBLIC","OCEAN VIEW","MIDWAY CITY","STAR VIEW ELEMENTARY",102,99,"STAR VIEW ELEMENTARY MIDWAY CITY , CA",-117.981961,33.735185
6029722,"ORANGE","PUBLIC","OCEAN VIEW","HUNTINGTON BEACH","VILLAGE VIEW ELEMENTARY",99,98,"VILLAGE VIEW ELEMENTARY HUNTINGTON BEACH , CA",-118.0352211,33.7276948
6029730,"ORANGE","PUBLIC","OCEAN VIEW","HUNTINGTON BEACH","WESTMONT ELEMENTARY",71,98,"WESTMONT ELEMENTARY HUNTINGTON BEACH , CA",-117.9845151,33.7231806
6029748,"ORANGE","PUBLIC","ORANGE UNIFIED","ORANGE","CALIFORNIA ELEMENTARY",96,85,"CALIFORNIA ELEMENTARY ORANGE , CA",-117.841449,33.8055308
6029755,"ORANGE","PUBLIC","ORANGE UNIFIED","ORANGE","CAMBRIDGE ELEMENTARY",51,98,"CAMBRIDGE ELEMENTARY ORANGE , CA",-117.8432314,33.7940533
6029763,"ORANGE","PUBLIC","ORANGE UNIFIED","ANAHEIM","CRESCENT ELEMENTARY",95,98,"CRESCENT ELEMENTARY ANAHEIM , CA",-117.8081488,33.8508266
6029771,"ORANGE","PUBLIC","ORANGE UNIFIED","ORANGE","ESPLANADE ELEMENTARY",50,98,"ESPLANADE ELEMENTARY ORANGE , CA",-117.8083235,33.7934927
6029789,"ORANGE","PUBLIC","ORANGE UNIFIED","SANTA ANA","FAIRHAVEN ELEMENTARY",76,98,"FAIRHAVEN ELEMENTARY SANTA ANA , CA",-117.8499993,33.7737945
6029797,"ORANGE","PUBLIC","ORANGE UNIFIED","ORANGE","FLETCHER ELEMENTARY",105,99,"FLETCHER ELEMENTARY ORANGE , CA",-117.8576748,33.8305462
6029805,"ORANGE","PUBLIC","ORANGE UNIFIED","ORANGE","HANDY ELEMENTARY",59,98,"HANDY ELEMENTARY ORANGE , CA",-117.8277084,33.8017447
6029821,"ORANGE","PUBLIC","ORANGE UNIFIED","ORANGE","JORDAN ELEMENTARY",80,98,"JORDAN ELEMENTARY ORANGE , CA",-117.8075906,33.7794095
6029854,"ORANGE","PUBLIC","ORANGE UNIFIED","GARDEN GROVE","LAMPSON ELEMENTARY",131,99,"LAMPSON ELEMENTARY GARDEN GROVE , CA",-117.9010534,33.7822931
6029862,"ORANGE","PUBLIC","ORANGE UNIFIED","ORANGE","LA VETA ELEMENTARY",71,96,"LA VETA ELEMENTARY ORANGE , CA",-117.8239305,33.7797514
6029870,"ORANGE","PUBLIC","ORANGE UNIFIED","ORANGE","OLIVE ELEMENTARY",45,95,"OLIVE ELEMENTARY ORANGE , CA",-117.8446509,33.8398411
6029888,"ORANGE","PUBLIC","ORANGE UNIFIED","ORANGE","PALMYRA ELEMENTARY",36,95,"PALMYRA ELEMENTARY ORANGE , CA",-117.8393474,33.7844472
6029896,"ORANGE","PUBLIC","ORANGE UNIFIED","SANTA ANA","PANORAMA ELEMENTARY",57,98,"PANORAMA ELEMENTARY SANTA ANA , CA",-117.7917576,33.780369
6029912,"ORANGE","PUBLIC","ORANGE UNIFIED","ORANGE","PROSPECT ELEMENTARY",76,88,"PROSPECT ELEMENTARY ORANGE , CA",-117.8163496,33.7928183
6029938,"ORANGE","PUBLIC","ORANGE UNIFIED","VILLA PARK","SERRANO ELEMENTARY",73,98,"SERRANO ELEMENTARY VILLA PARK , CA",-117.8227198,33.8215073
6029953,"ORANGE","PUBLIC","ORANGE UNIFIED","ORANGE","SYCAMORE ELEMENTARY",57,93,"SYCAMORE ELEMENTARY ORANGE , CA",-117.8672689,33.7926469
6029961,"ORANGE","PUBLIC","ORANGE UNIFIED","ORANGE","TAFT ELEMENTARY",110,92,"TAFT ELEMENTARY ORANGE , CA",-117.8426556,33.8182982
6029979,"ORANGE","PUBLIC","ORANGE UNIFIED","VILLA PARK","VILLA PARK ELEMENTARY",82,98,"VILLA PARK ELEMENTARY VILLA PARK , CA",-117.8137274,33.8086752
6029987,"ORANGE","PUBLIC","ORANGE UNIFIED","ORANGE","WEST ORANGE ELEMENTARY",65,98,"WEST ORANGE ELEMENTARY ORANGE , CA",-117.8658037,33.7853134
6029995,"ORANGE","PUBLIC","PLACENTIA-YORBA LINDA UNIFIED","PLACENTIA","BROOKHAVEN ELEMENTARY",116,99,"BROOKHAVEN ELEMENTARY PLACENTIA , CA",-117.8601708,33.8955131
6030001,"ORANGE","PUBLIC","PLACENTIA-YORBA LINDA UNIFIED","PLACENTIA","CHARLES WAGNER ELEMENTARY",80,98,"CHARLES WAGNER ELEMENTARY PLACENTIA , CA",-117.8517736,33.8916275
6030027,"ORANGE","PUBLIC","PLACENTIA-YORBA LINDA UNIFIED","YORBA LINDA","GLENKNOLL ELEMENTARY",82,98,"GLENKNOLL ELEMENTARY YORBA LINDA , CA",-117.788253,33.869374
6030035,"ORANGE","PUBLIC","PLACENTIA-YORBA LINDA UNIFIED","PLACENTIA","GOLDEN ELEMENTARY",50,98,"GOLDEN ELEMENTARY PLACENTIA , CA",-117.8515443,33.9030455
6030050,"ORANGE","PUBLIC","PLACENTIA-YORBA LINDA UNIFIED","PLACENTIA","MORSE AVENUE ELEMENTARY",77,95,"MORSE AVENUE ELEMENTARY PLACENTIA , CA",-117.8585203,33.8849817
6030076,"ORANGE","PUBLIC","PLACENTIA-YORBA LINDA UNIFIED","ANAHEIM","RIO VISTA ELEMENTARY",173,99,"RIO VISTA ELEMENTARY ANAHEIM , CA",-117.8710518,33.8439634
6030084,"ORANGE","PUBLIC","PLACENTIA-YORBA LINDA UNIFIED","PLACENTIA","RUBY DRIVE ELEMENTARY",45,95,"RUBY DRIVE ELEMENTARY PLACENTIA , CA",-117.8740218,33.8797533
6030092,"ORANGE","PUBLIC","PLACENTIA-YORBA LINDA UNIFIED","PLACENTIA","SIERRA VISTA ELEMENTARY",86,98,"SIERRA VISTA ELEMENTARY PLACENTIA , CA",-117.873129,33.894941
6030100,"ORANGE","PUBLIC","PLACENTIA-YORBA LINDA UNIFIED","PLACENTIA","VAN BUREN ELEMENTARY",138,98,"VAN BUREN ELEMENTARY PLACENTIA , CA",-117.8318519,33.8846421
6030159,"ORANGE","PUBLIC","SADDLEBACK VALLEY UNIFIED","MISSION VIEJO","LINDA VISTA ELEMENTARY",55,98,"LINDA VISTA ELEMENTARY MISSION VIEJO , CA",-117.6662429,33.5955258
6030175,"ORANGE","PUBLIC","SADDLEBACK VALLEY UNIFIED","LAKE FOREST","OLIVEWOOD ELEMENTARY",48,95,"OLIVEWOOD ELEMENTARY LAKE FOREST , CA",-117.7052774,33.6234775
6030183,"ORANGE","PUBLIC","SADDLEBACK VALLEY UNIFIED","LAKE FOREST","RALPH A. GATES ELEMENTARY",153,99,"RALPH A. GATES ELEMENTARY LAKE FOREST , CA",-117.6966781,33.6150938
6030191,"ORANGE","PUBLIC","IRVINE UNIFIED","IRVINE","UNIVERSITY PARK ELEMENTARY",89,98,"UNIVERSITY PARK ELEMENTARY IRVINE , CA",-117.8199956,33.6621728
6030209,"ORANGE","PUBLIC","SANTA ANA UNIFIED","SANTA ANA","ADAMS ELEMENTARY",89,98,"ADAMS ELEMENTARY SANTA ANA , CA",-117.8969675,33.7178717
